timestamp,temp,humidity
2021-04-19 15:00:02,22.0,56.0
2021-04-19 15:01:02,22.0,56.0
2021-04-19 15:02:02,22.0,56.0
2021-04-19 15:03:01,22.0,54.0
2021-04-19 15:04:02,22.0,51.0
2021-04-19 15:05:02,22.0,50.0
2021-04-19 15:06:02,22.0,49.0
2021-04-19 15:07:02,22.0,48.0
2021-04-19 15:08:02,22.0,47.0
2021-04-19 15:09:02,22.0,48.0
2021-04-19 15:10:02,22.0,48.0
2021-04-19 15:11:02,22.0,48.0
2021-04-19 15:12:02,22.0,48.0
2021-04-19 15:13:02,22.0,48.0
2021-04-19 15:14:02,22.0,48.0
2021-04-19 15:15:02,22.0,49.0
2021-04-19 15:16:02,22.0,50.0
2021-04-19 15:17:02,22.0,51.0
2021-04-19 15:18:02,22.0,52.0
2021-04-19 15:19:02,22.0,53.0
2021-04-19 15:20:02,22.0,53.0
2021-04-19 15:21:02,22.0,53.0
2021-04-19 15:22:02,22.0,53.0
2021-04-19 15:23:02,22.0,54.0
2021-04-19 15:24:01,22.0,54.0
2021-04-19 15:25:02,22.0,54.0
2021-04-19 15:26:02,22.0,54.0
2021-04-19 15:27:02,22.0,54.0
2021-04-19 15:28:02,22.0,54.0
2021-04-19 15:29:02,22.0,55.0
2021-04-19 15:30:02,22.0,55.0
2021-04-19 15:31:02,22.0,55.0
2021-04-19 15:32:04,22.0,56.0
2021-04-19 15:33:02,22.0,59.0
2021-04-19 15:34:01,22.0,56.0
2021-04-19 15:35:02,22.0,55.0
2021-04-19 15:36:02,22.0,55.0
2021-04-19 15:37:02,22.0,55.0
2021-04-19 15:38:02,22.0,56.0
2021-04-19 15:39:02,22.0,55.0
2021-04-19 15:40:02,22.0,55.0
2021-04-19 15:41:02,22.0,55.0
2021-04-19 15:42:02,22.0,55.0
2021-04-19 15:43:02,22.0,55.0
2021-04-19 15:44:02,22.0,55.0
2021-04-19 15:45:02,22.0,55.0
2021-04-19 15:46:02,22.0,55.0
2021-04-19 15:47:02,22.0,55.0
2021-04-19 15:48:02,22.0,55.0
2021-04-19 15:49:02,22.0,55.0
2021-04-19 15:50:02,22.0,55.0
2021-04-19 15:51:02,22.0,55.0
2021-04-19 15:52:02,22.0,55.0
2021-04-19 15:53:02,22.0,55.0
2021-04-19 15:54:02,22.0,55.0
2021-04-19 15:55:02,22.0,55.0
2021-04-19 15:56:02,22.0,54.0
2021-04-19 15:57:02,22.0,54.0
2021-04-19 15:58:02,22.0,55.0
2021-04-19 15:59:02,22.0,55.0
